	target
3745	0
7222	0
2411	1
5145	1
2565	1
3167	0
6374	1
2365	0
8896	1
5619	1
42	0
3989	1
1180	0
7338	0
9929	0
1808	0
6418	0
5788	1
3166	1
9788	1
9132	0
6468	0
6814	1
2396	0
11169	1
4032	1
